gene_id	symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000230584	CCT5P2	-1.491897447704809	-5.101198997670396	-3.519418251493391	0.0012016835596131623	0.3127625048398582	-1.1678570645969968
ENSG00000184343	SRPK3	0.6064709002284892	0.508363556483405	3.415785565338495	0.0016020735737539743	0.36301102388825346	-1.1847517312507572
ENSG00000280641	CDH4	2.745206652287045	-3.023914728056676	3.4664077696677147	0.00139268066651977	0.3328130257033997	-1.2030294011694025
ENSG00000129048	ACKR4	-1.2740467083712652	-1.4040253455567284	-3.3848625942494235	0.0017445016367421374	0.3668110212643549	-1.2150500906968729
ENSG00000225890	HLA-DQA1	-1.8268612196825238	-2.0840934097556167	-3.3883627105936087	0.0017277911597276701	0.3668110212643549	-1.2211235870709016
ENSG00000230547	HMGB1P11	-1.371781529796782	-4.715609402145441	-3.4764592925826063	0.0013543552704275966	0.3328130257033997	-1.2297114010494088
ENSG00000109321	AREG	1.236271303966003	-2.207930403137028	3.373396414004053	0.0018003353147411322	0.3668110212643549	-1.2412557998622953
ENSG00000260714	AC133552.1	-1.2841764067406003	-3.261415853521822	-3.382171018183264	0.001757457123496996	0.3668110212643549	-1.2893596368848055
ENSG00000237624	OXCT2P1	-1.6645613030073232	-2.882909163942781	-3.361587154646555	0.0018596264042395772	0.3668110212643549	-1.290020691331713
ENSG00000105971	CAV2	-0.3123350819061246	5.198331482400668	-3.725035230135766	6.730343159148035e-4	0.26783890794458193	-1.2924378593239716
ENSG00000188779	SKOR1	1.1692110533338784	-2.6252035673118725	3.36729437804436	0.0018307422984469156	0.3668110212643549	-1.2949975313435704
ENSG00000204963	PCDHA7	1.5475736603527226	-3.4065252448345515	3.37810494368975	0.0017772034631515251	0.3668110212643549	-1.306475154263933
ENSG00000279389	KIAA0355	-1.5180494856723326	-2.893682613838366	-3.362515362618958	0.0018548992491764747	0.3668110212643549	-1.3473508507429957
ENSG00000162426	SLC45A1	0.9295746827351472	-2.7648349167797455	3.328952863370766	0.00203334902529387	0.38021652647728094	-1.3476418476373704
ENSG00000178947	SMIM10L2A	1.783359070727231	-3.936851032769794	3.3968707265644236	0.0016878087394263709	0.3668110212643549	-1.3513016863500695
ENSG00000163251	FZD5	-0.32986658645298217	2.826060699618377	-3.466274612625718	0.0013931953071104326	0.3328130257033997	-1.3898538749815552
ENSG00000214534	ZNF705E	-1.5442281833023657	-4.344185543012191	-3.367480577727017	0.001829807219432788	0.3668110212643549	-1.4164999141200187
ENSG00000234031	RPS3AP44	-1.8591748648184252	-4.503588838921773	-3.3702119667005395	0.0018161428557160223	0.3668110212643549	-1.4356029605914462
ENSG00000101605	MYOM1	0.9289343833479444	-1.5307577233994698	3.2687373589054394	0.002395399672775786	0.41563421349244717	-1.4837042318665734
ENSG00000278673	AC136352.4	-3.2823782183395616	-4.067379597083201	-3.371961561052084	0.0018074415237627234	0.3668110212643549	-1.4854839248987175
ENSG00000228053	AL158823.1	-1.866188400968725	-4.997744093407931	-3.3565507796418674	0.001885477212106497	0.3668110212643549	-1.4918749400447529
ENSG00000274717	AL049757.1	-1.0773018634994185	-4.034260446635504	-3.3107812202543787	0.0021366997379873884	0.3882343108833689	-1.5041779604924899
ENSG00000237732	AC010980.1	1.0465938675773954	-0.9913665394878163	3.256807624476749	0.0024740830459474834	0.4216888448225533	-1.5210186231405878
ENSG00000230397	SPTLC1P1	-3.9041828749177077	-2.568384638435519	-3.3305368203220267	0.0020245703131886892	0.38021652647728094	-1.5382096510746344
ENSG00000262583	TMEM231P1	2.3682195048069867	-3.2695499397056267	3.338715334903245	0.0019798163769910644	0.3779366672044198	-1.546869486733533
ENSG00000275152	CCL16	2.0104381485388396	-3.7518880029743924	3.316202491508514	0.0021053523760382496	0.3861817786904446	-1.561576585746033
ENSG00000271519	AL590065.1	0.49963100753401035	-0.29006442812519406	3.240587147004444	0.002585026567434589	0.4282973510837238	-1.5769683218418633
ENSG00000111218	PRMT8	-1.411790987554899	-4.573596442450882	-3.2847800523820183	0.0022933449371936765	0.4023655741261906	-1.5873686731820693
ENSG00000206579	XKR4	0.7154810478949443	-1.7497461770989715	3.221474779065657	0.002721833643481005	0.428355360578648	-1.5898166781187903
ENSG00000089692	LAG3	1.0774195785466125	-2.176394367506506	3.2136132767751873	0.002780084115905036	0.428355360578648	-1.6106048668105064
ENSG00000235193	AC006987.2	-1.5508997029434988	-3.860711348779746	-3.240744709511192	0.0025839264346308416	0.4282973510837238	-1.6133745744510506
ENSG00000154645	CHODL	-1.1270048754811666	-3.717320788358324	-3.23245240600288	0.002642435073599996	0.428355360578648	-1.6459565508698222
ENSG00000216359	AL139039.1	-1.0611756029642037	-2.805695276966454	-3.2255810971778303	0.0026918713145333284	0.428355360578648	-1.6499197894558448
ENSG00000270106	TSNAX-DISC1	0.7840072855414774	-1.19234018454187	3.1967563669396943	0.002909010759424247	0.43185835472725725	-1.650748018057203
ENSG00000258778	AL161670.2	0.9572176726684485	-3.8857817794664764	3.238191810608069	0.00260180633835907	0.4282973510837238	-1.652659764689905
ENSG00000187980	PLA2G2C	-1.1106112284229432	-2.819924642964646	-3.2006160986016834	0.002878997837400433	0.43185835472725725	-1.652865629197577
ENSG00000227825	SLC9A7P1	1.204734927146208	-2.8336448478983387	3.2009888907328046	0.002876114687531555	0.43185835472725725	-1.6584026511023917
ENSG00000248971	KRT8P46	-0.956811600915253	-2.1232211160640984	-3.1883905562095123	0.0029750870440727246	0.43740592724305866	-1.6671521561615448
ENSG00000257376	AC079601.2	-1.5402867617152634	-5.341563671118613	-3.252467911552973	0.00250331242239921	0.42292804610007706	-1.6963706488427395
ENSG00000102962	CCL22	0.7769804318039297	-1.917916973365445	3.17396602672712	0.003092380749889724	0.4447002252430472	-1.696424695431415
ENSG00000198915	RASGEF1A	-1.310559208042708	-4.299206785988959	-3.207785784450273	0.002824027022266379	0.4316727019750037	-1.7122251077457706
ENSG00000276565	AP006285.3	-0.7665061781446418	-2.8536827527906596	-3.1709136992427167	0.0031177579311729084	0.4447002252430472	-1.7163982614262303
ENSG00000152242	C18orf25	-0.15953557715336597	5.286919598505693	-3.556293134835173	0.001083968646070926	0.3070181782842064	-1.7479087646534825
ENSG00000251503	CENPS-CORT	0.6724648464454417	1.5725652001815897	3.2257037832193713	0.0026909809678985503	0.428355360578648	-1.7544331210828537
ENSG00000258375	AC079363.1	1.719048223106559	-3.030192764317693	3.1959993845140757	0.0029149317816481537	0.43185835472725725	-1.7657992651281713
ENSG00000146005	PSD2	-1.7827407770545447	-2.6659691842030884	-3.1652942704290115	0.003164996305317593	0.4447002252430472	-1.7696586875939393
ENSG00000267679	EIF5AP2	-0.8309623565891124	-3.118028858171212	-3.1508339155251583	0.003289698423073823	0.4447002252430472	-1.7705108878425366
ENSG00000142609	CFAP74	1.0574341070830504	-1.5619952937305872	3.1390860736267	0.003394427617520913	0.4447002252430472	-1.7754326154571372
ENSG00000229349	ACTG1P9	0.7228122970830717	-1.482689253431928	3.138551368046323	0.0033992688625057443	0.4447002252430472	-1.7758392203465325
ENSG00000276848	KIR3DX1	-3.0620786584079083	-1.0776728497329708	-3.140017992892888	0.003386005614588246	0.4447002252430472	-1.7842358386527972
ENSG00000178386	ZNF223	0.42360774865119333	1.5743134347025662	3.2169245525779115	0.0027554057580837575	0.428355360578648	-1.7891222790044061
ENSG00000122735	DNAI1	1.0170512972223258	-2.8537808119581194	3.1481325369996123	0.0033135055245717762	0.4447002252430472	-1.798433551335958
ENSG00000214128	TMEM213	1.062127501715745	-1.5457748983267967	3.1271880810774815	0.0035037142429355655	0.44620122636103887	-1.8004703393385117
ENSG00000235651	AC064850.1	-1.4727388950566613	-3.3467211477839736	-3.139685138514058	0.003389011430093617	0.4447002252430472	-1.8104867721337325
ENSG00000188001	TPRG1	1.3768531874089538	-3.2218307658816956	3.124659613081979	0.003527364935412828	0.44620122636103887	-1.8271394358365796
ENSG00000215311	NPM1P12	-1.3326158466962434	-4.692845846263717	-3.1652921693810434	0.003165014093732687	0.4447002252430472	-1.840148882466282
ENSG00000235677	NPM1P26	0.55489308911153	-2.77615760604683	3.106870303427463	0.003698090123315615	0.44620122636103887	-1.8556481048747502
ENSG00000234498	RPL13AP20	-0.9375344994074637	-2.257269085314079	-3.1014092631697165	0.003752051368640453	0.44620122636103887	-1.860144592998417
ENSG00000134940	ACRV1	0.8748496314774648	-1.7403366499173645	3.1007306066011537	0.0037588091212326057	0.44620122636103887	-1.8612006127223206
ENSG00000113905	HRG	1.035804468883689	-2.814018331638315	3.094143932154475	0.0038249977215487835	0.44620122636103887	-1.886832514786529
ENSG00000145700	ANKRD31	1.2040005239622373	-1.6915826952555075	3.088103100769112	0.0038866699582343193	0.44620122636103887	-1.8940370298340934
ENSG00000250011	HMGB1P3	2.2035225379180687	-3.3185480721261875	3.1136049656687255	0.003632556140713234	0.44620122636103887	-1.8958416769886801
ENSG00000143110	C1orf162	0.979439687862073	-1.8889675449255228	3.0827114727437444	0.003942508112093617	0.44620122636103887	-1.8974723183056907
ENSG00000189056	RELN	-1.5235140928956001	-2.933628264922216	-3.086023224231025	0.003908120846220655	0.44620122636103887	-1.9023408265430444
ENSG00000180353	HCLS1	0.8900726122381091	-2.760664673214214	3.0822469551308975	0.003947354222262936	0.44620122636103887	-1.907836908503111
ENSG00000132874	SLC14A2	0.5863371919862364	-1.1787431136429058	3.0819623109022785	0.0039503265762676236	0.44620122636103887	-1.913292114561445
ENSG00000168961	LGALS9	-1.582452731694344	-2.596066575068833	-3.0808845937377045	0.003961599673298943	0.44620122636103887	-1.9163282775500914
ENSG00000268949	MRPS17P1	-0.7975496792816203	-1.4900418413450613	-3.0747478378214566	0.00402637344927376	0.4489022862864826	-1.9244456395532374
ENSG00000231296	AL050341.1	-1.2984010348376285	-4.238193351069504	-3.1115711242508004	0.0036522302613022297	0.44620122636103887	-1.9279230645714258
ENSG00000173991	TCAP	0.5743571165415053	-1.3014347073390722	3.069696259150856	0.004080443552972944	0.45166288982907415	-1.9382555581307388
ENSG00000256984	AC008013.2	0.7318549692140615	-0.9285183291508627	3.06464221955771	0.004135226663509214	0.452525372381747	-1.9443819633969586
ENSG00000168124	OR1F1	1.1048226854870027	-3.3273680976407056	3.0911966812681917	0.0038549702378739732	0.44620122636103887	-1.9494937331044953
ENSG00000240048	DDX50P2	-1.5437858543392382	-5.158411984172583	-3.11967149032151	0.0035744671634613655	0.44620122636103887	-1.9547485207001642
ENSG00000100490	CDKL1	-0.46692829176915995	1.119237590487508	-3.154044492988631	0.0032616149068662548	0.4447002252430472	-1.9559794450237513
ENSG00000180178	FAR2P1	0.8824410877525382	-1.7248341540589496	3.0583192097869856	0.004204744184920322	0.45496276967171573	-1.9595006414023928
ENSG00000224273	AC005077.2	-2.126389271563724	-4.813837390716291	-3.104592839491032	0.0037205040698685	0.44620122636103887	-1.9878943887032374
ENSG00000167377	ZNF23	-0.2595139551755632	3.7239469886761034	-3.356568395074577	0.0018853861988003887	0.3668110212643549	-1.9956521731994634
ENSG00000275199	AKT3	-0.9814833540776098	3.812641428104671	-3.2865076874453067	0.0022826055300348715	0.4023655741261906	-2.0118271637016463
ENSG00000147596	PRDM14	1.4249695720732354	-4.12842608033637	3.084761070069035	0.003921192697902322	0.44620122636103887	-2.0132791127759733
ENSG00000100285	NEFH	1.1908076707892583	-4.254064553478871	3.053130003218948	0.004262620024718341	0.4561003426448625	-2.014463306769217
ENSG00000130997	POLN	0.5875949799422503	-0.5869906924917173	3.0381704802602667	0.004433706966154569	0.4681988230870221	-2.033386315860709
ENSG00000214195	HMGN2P31	-1.5593855504922312	-5.216443622055654	-3.074200782191148	0.004032196029468405	0.4489022862864826	-2.0401217604342587
ENSG00000271567	PPIAL4E	-1.8313823159085914	-4.514490227777129	-3.060050825086857	0.004185597109974903	0.45496276967171573	-2.046377748888048
ENSG00000250731	TPM3P6	1.5936653503638198	-2.9170021356251397	3.0337069688231293	0.004485997767885006	0.4695669402688327	-2.0472324815766085
ENSG00000230219	FAM92A1P2	-1.778791541540052	-3.669206563971733	-3.028531835918825	0.0045473541197394276	0.47341643430368313	-2.058603720318336
ENSG00000178199	ZC3H12D	0.5954805808627843	-1.388211780241315	3.0111753161321135	0.004758965409095239	0.4769425257240364	-2.074859191016184
ENSG00000255513	AC005363.1	-0.6015581130420227	-1.4236411740090984	-3.012387951853066	0.004743884187289586	0.4769425257240364	-2.0783721814766674
ENSG00000226356	RPS6P20	-1.3092397250964076	-3.1371196304193742	-3.006602484804765	0.004816244171691711	0.47814877704526987	-2.0793191023474136
ENSG00000225635	DDAH2	-0.6969053419568334	1.3114490597049984	-3.134047468270109	0.003440308076906232	0.4447002252430472	-2.0814009797504536
ENSG00000227317	DDAH2	-0.6969053419568334	1.3114490597049984	-3.134047468270109	0.003440308076906232	0.4447002252430472	-2.0814009797504536
ENSG00000228128	DDAH2	-0.6969053419568334	1.3114490597049984	-3.134047468270109	0.003440308076906232	0.4447002252430472	-2.0814009797504536
ENSG00000233076	DDAH2	-0.6969053419568334	1.3114490597049984	-3.134047468270109	0.003440308076906232	0.4447002252430472	-2.0814009797504536
ENSG00000226284	ARPC3P1	-1.5419751621232116	-3.6881541529712507	-3.0209329533337197	0.004638883371749033	0.4769425257240364	-2.0833935086565702
ENSG00000126778	SIX1	-0.22438883327966863	2.84612817847454	-3.2258654015219337	0.002689808513350575	0.428355360578648	-2.090859860717827
ENSG00000281348	AC120114.4	2.047556666047182	-1.7005163289385847	2.991872256200644	0.005005203762220507	0.4820011223018348	-2.092716747535512
ENSG00000278279	LILRB4	1.7677152962724412	-3.5458670094486884	3.0099852957147046	0.004773809319466442	0.4769425257240364	-2.0970580609865004
ENSG00000113946	CLDN16	-1.0914205733358098	-3.8354464384063336	-2.998785581569435	0.004915665750179462	0.47943206054524834	-2.103733086804594
ENSG00000173401	GLIPR1L1	1.2212142153242835	-3.298254416302128	3.019092256867689	0.004661314817690452	0.4769425257240364	-2.104117140983127
ENSG00000230869	AGAP10P	2.386515661707846	-2.239129387676808	2.997768679326069	0.004928740809343675	0.47943206054524834	-2.106074581592783
ENSG00000172482	AGXT	-1.3972532971651648	-2.2412169187147173	-2.9893262691513005	0.0050385636088206565	0.48279967714371064	-2.110915277591337
ENSG00000198618	PPIAP22	-0.5433712307680691	0.8928412782124616	-3.065053916287723	0.0041307382015788015	0.452525372381747	-2.124573982042178
ENSG00000155511	GRIA1	1.5284872201595379	-3.4479542348312084	2.9952334598353265	0.004961480847769309	0.48019156345747177	-2.130159261150894
ENSG00000072952	MRVI1	1.257495921007333	-3.768375072758535	2.9832412120077394	0.005119146091825054	0.4880928402403492	-2.1482017862551435
ENSG00000277024	BX005214.3	1.4175310711037188	-4.645118091991591	3.0095435502782104	0.004779330605645848	0.4769425257240364	-2.151476243706314
ENSG00000205871	RPS3AP47	-0.9508948312745367	-2.771547256295324	-2.964616454618907	0.005373395065606767	0.4951750668114179	-2.151948377643141
ENSG00000234589	AC125807.1	1.1366540000860308	-3.14094216761531	2.9703984547401037	0.005293219286341933	0.49030775718040587	-2.1630326997432405
ENSG00000139370	SLC15A4	-0.41412179401231164	4.793320110942268	-3.319059854973205	0.0020890076020204356	0.3861817786904446	-2.164900958858907
ENSG00000226492	CUTA	-0.4047346014186517	2.9104619877513604	-3.2161665337492553	0.0027610366699586854	0.428355360578648	-2.1710204038587246
ENSG00000118898	PPL	-1.0574526601095433	-1.6292873546172453	-2.9551209015070596	0.0055075484179392085	0.4963696154550438	-2.181305571531225
ENSG00000260325	HSPB9	0.6790586031750112	-2.238368645328239	2.9472436708283194	0.005621221990561717	0.4963696154550438	-2.186932381708257
ENSG00000270898	GPR75-ASB3	2.576461142298589	-1.4295310931121226	2.943793596492048	0.00567170020876167	0.4963696154550438	-2.1941791018960908
ENSG00000062096	ARSF	1.169397493927919	-4.543449294394683	2.9793262601311756	0.0051716305501031306	0.49030775718040587	-2.197789179167994
ENSG00000229176	SAPCD1	-2.841845257774329	-3.506255192849584	-2.9703178735426063	0.005294328883862161	0.49030775718040587	-2.205529994453724
ENSG00000268089	GABRQ	-1.1174750124147899	-3.887953524466955	-2.949042042809589	0.005595077657787835	0.4963696154550438	-2.2116161247487045
ENSG00000261587	TMEM249	-0.881908644348298	-1.6545976115759586	-2.9422855508953267	0.005693898052455215	0.4963696154550438	-2.2171202796719864
