baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SERTAD2	1491.72391025007	-0.248047842330907	0.0657951199953897	-3.77000364690099	0.000163245161962459	0.0299680456348882
SYDE1	2037.82986815216	-0.211540843988723	0.0560445141840792	-3.77451472402658	0.000160319439580351	0.0299680456348882
TINAGL1	1848.43317218016	-0.494365335279414	0.130765831752721	-3.78053906477848	0.00015648916179927	0.0299680456348882
CCNG1	4805.13233098286	0.141552766402981	0.0384768322482577	3.67890905076759	0.000234233773565578	0.0370224497102979
CD3EAP	745.391744126311	-0.411138975286076	0.111604586528968	-3.68388959695094	0.000229701761660729	0.0370224497102979
IMPDH1	2624.47200821251	-0.191144832789742	0.0515613315329289	-3.70713531064787	0.000209616958213056	0.0370224497102979
MT-ND1	14965.6995374356	0.175855384344983	0.0476931280824847	3.6872268902313	0.00022671120344056	0.0370224497102979
NR2F2	1937.15532949891	-0.268346798706975	0.0725397662357486	-3.69930608591801	0.000216189746372069	0.0370224497102979
PIR	994.455800354098	0.295170820194302	0.0799400822176072	3.69240075824302	0.000222147038635457	0.0370224497102979
RASAL2	1298.42066533712	-0.282768900890844	0.0767833085985981	-3.68268711067247	0.00023078835719672	0.0370224497102979
CTSF	854.507119503735	0.273389456798319	0.0746708960719058	3.66125855159222	0.000250979319260832	0.038199981944533
MYOF	13693.2392462686	-0.249479337141302	0.0680907627292142	-3.66392337435608	0.000248381119335351	0.038199981944533
F2R	7192.59830487767	-0.18686038445875	0.0511794855470941	-3.65107977271099	0.000261140106223635	0.0390238278736738
SH3BGRL	1959.95362783033	0.192931894796416	0.0531727753489484	3.62839617699646	0.000285187394421682	0.0418563427634251
DLC1	3381.32304944433	-0.351745348720333	0.0977505322648802	-3.59839829584957	0.00032018301338063	0.0461681436311473
SEC61A1	14007.9273386427	-0.100890821009669	0.0281461857232441	-3.58452907266757	0.000337686950198436	0.047852569718637
NOL6	3612.90683275917	-0.143605374329754	0.0406460677234585	-3.53306930714169	0.000410764772135253	0.0572216213928754
ACTN4	12034.7070016911	-0.137895713436683	0.0394250688976742	-3.49766575664293	0.000469348949758232	0.0628374167843733
ACTN4.1	12034.7070016911	-0.137895713436683	0.0394250688976742	-3.49766575664293	0.000469348949758232	0.0628374167843733
ETS1	4186.24340134288	-0.334636093366507	0.0957463550462057	-3.49502697209744	0.000474013850910225	0.0628374167843733
XPO6	5872.4096706506	-0.175035345620265	0.0501634786077174	-3.48929839952003	0.000484290204704267	0.0631806538486407
OXSR1	3516.23140192108	-0.2130982108709	0.0618783155405749	-3.44382695309744	0.000573542663574879	0.069322752234146
PRRC2A.3	1427.33179450424	-0.391124935669437	0.113324711543951	-3.45136493480283	0.000557758845060883	0.069322752234146
PRRC2A.4	1427.33179450424	-0.391124935669437	0.113324711543951	-3.45136493480283	0.000557758845060883	0.069322752234146
GNG11	2529.82034174163	0.215235185212404	0.0624922367483536	3.44419077331353	0.000572771403764606	0.069322752234146
NPAS2	3232.79515575512	0.181659141833715	0.0527401199207077	3.44442034084927	0.000572285242288307	0.069322752234146
TMEM198B	591.751010097783	0.349796300744511	0.101798293982593	3.43617055905007	0.000589999414578106	0.070278336064021
CRY1	699.064257377146	-0.256050804298288	0.0747692511532385	-3.4245468604937	0.000615825630455504	0.0723067265244827
IL7R	1462.14230616282	-0.618724562320258	0.180992031389647	-3.41851824950372	0.000629630953724855	0.0728864339248533
COL7A1	971.785019287246	0.338474139528661	0.0991998731023147	3.41204206158166	0.000644781632664687	0.0731101758537262
CYTH3	2420.62330974152	-0.387829485217845	0.113729142398013	-3.41011527072431	0.000649354281216938	0.0731101758537262
POPDC3	710.174389221696	0.246992557713285	0.0725140223227015	3.40613511431099	0.000658895615976483	0.0731819333474421
F3	770.062205111989	-0.323701227027033	0.0952885881228322	-3.39706184553563	0.000681135709397342	0.0738014393947619
MRNIP	920.040621334154	0.219308305942365	0.064568122091896	3.39654149504668	0.000682432095632304	0.0738014393947619
IPO5	10062.8638875763	-0.119768775682629	0.0353198074780982	-3.39098042244138	0.000696430757730377	0.0743371999712463
KCTD9	1646.23806575866	-0.166070350834174	0.0491013765491711	-3.38219338245778	0.000719095037106612	0.0757723347433236
IRAK1	9042.14500470807	-0.195910930996291	0.0582384898026517	-3.36394250022897	0.000768375499460058	0.0789409778757777
NPC1	3029.30528484933	-0.148061093396813	0.0440062973325286	-3.36454331247199	0.000766704493002339	0.0789409778757777
PVR	2813.2931954381	-0.265354275645084	0.0793246070406236	-3.34516974674947	0.000822322258562873	0.0834403289275093
CDR2	968.280342165392	-0.209197284075577	0.0626500950968284	-3.33913753446429	0.000840389450439674	0.0842336694288254
DPP9	2911.00531772399	-0.153313287740866	0.0460931981315156	-3.3261586081188	0.000880518089455395	0.0851409197321635
NFIX	3296.90421505287	-0.240922601114186	0.0723620928993761	-3.3294034412355	0.000870322359581559	0.0851409197321635
UTP4	2580.33741724072	-0.199807542633145	0.060057438721369	-3.32694079013483	0.000878050282400861	0.0851409197321635
GDA	924.603451986246	-0.273599419363413	0.0823801986595005	-3.32117940737523	0.000896378971882253	0.0856667298825609
GBP2	3790.35476760764	0.432882169165307	0.130707537230059	3.31183785066188	0.000926852502256589	0.0875609277706541
ANLN	14108.9010097981	-0.27519822075219	0.0835418068734847	-3.29413776229366	0.000987241002199919	0.092206065875922
ADAM9	10078.6360268397	-0.112395699928663	0.0343477282325602	-3.27228919384882	0.00106680394634479	0.0965729106262121
CLUH	3164.5398163543	-0.163275276008494	0.0499062069076835	-3.27164266982904	0.00106924624248513	0.0965729106262121
MT-CO1	176603.240688477	0.215639753925964	0.0658935107498255	3.27254917020087	0.00106582332050933	0.0965729106262121
BCL2L1	3188.13212619255	-0.344621067805968	0.106018526441817	-3.25057402108955	0.00115172282366372	0.0999421485931106
DDAH1	2116.38802912207	-0.480374047285933	0.147758719870204	-3.25107071655675	0.0011497125662003	0.0999421485931106
PGAM5	1973.94140133467	-0.163153078273168	0.0502513523893486	-3.24674004808975	0.00116734958814194	0.0999421485931106
PRKAG2	686.803134622655	-0.439149772748921	0.135138694159777	-3.24962273373536	0.00115558200647236	0.0999421485931106
USB1	2265.86857130638	-0.178896536488069	0.0550987644376605	-3.24683390478701	0.00116696471252218	0.0999421485931106
ARSA	586.556252516441	0.261030083882043	0.0806834128301634	3.2352385047408	0.00121541158584243	0.102984204371535
HTRA1	990.934642137173	0.441294041129412	0.136621529529446	3.23004758217335	0.00123769617684013	0.103802294667847
SQSTM1	24916.1980475516	0.194972233548831	0.0605131756860061	3.22197986369965	0.00127308081916552	0.104050771320099
THBS1	41975.016911944	-0.380823660327634	0.11820947706652	-3.22160007622174	0.00127476934392797	0.104050771320099
KYNU	2963.98929988718	0.255986934187425	0.0794809890085283	3.22073161621023	0.0012786382654009	0.104050771320099
HSPA1A.1	1352.99127358481	-0.537517263353522	0.168083477137528	-3.1979185135117	0.00138423389055032	0.111539395553266
NGFR	1032.88285791053	-0.623413664079593	0.195255100235409	-3.19281628663208	0.00140892552730907	0.112426785523818
DPH2	1598.42705717191	-0.183133995828186	0.0574108606557784	-3.18988417411494	0.00142329825109588	0.112481618516894
ABL2	3696.26132705309	-0.32727393976413	0.103409775165587	-3.16482594841808	0.00155175746186502	0.117945722770235
AXL	13594.5276662193	-0.318318436198085	0.100392340716398	-3.17074424130935	0.00152048950118918	0.117945722770235
MCFD2	8402.15047277696	-0.113627788365729	0.0358760671587424	-3.16723089693627	0.00153898071827215	0.117945722770235
PCMTD2	1336.14090893179	0.267493449081977	0.0843868478571428	3.16984762287616	0.0015251889780321	0.117945722770235
SMN1.1	726.856881755054	-0.847240732642015	0.267901946114721	-3.16250309088539	0.00156419075093753	0.117945722770235
CNN3	7094.08187938841	-0.272890067987201	0.0865254278968042	-3.15387134880936	0.00161120096392231	0.118672219004011
DHX37	1475.65124696827	-0.19115484471159	0.0606802018686158	-3.15020119948639	0.00163158057518595	0.118672219004011
GRN	8204.8876737631	0.0997221664175013	0.0316340770900244	3.15236528423799	0.00161953532799267	0.118672219004011
MTMR2	2082.91494381934	-0.150950957001955	0.0477990686829252	-3.15803134164155	0.00158838479856569	0.118672219004011
MT-CO3	64198.8166921505	0.240313725051841	0.0771146861191838	3.11631593339337	0.00183125963433463	0.131143010921935
SCRN1	13369.8153944829	-0.138383363467874	0.0444145352156625	-3.11572242726238	0.0018349490517122	0.131143010921935
SNAI2	713.29672800029	0.41988020982351	0.135083801793851	3.10829429026792	0.001881705910935	0.132185819504058
WDR91	613.164337720565	0.275352453655868	0.0885308034189172	3.11024460438851	0.00186932473190877	0.132185819504058
WWC2	1414.4822976057	-0.195697551524143	0.0630240544006613	-3.10512475570104	0.00190198783948645	0.132478288582535
GATAD2A	3515.20703965957	-0.13941707588825	0.0449454891522583	-3.1019147531348	0.00192273318555924	0.132797849177407
TBX2	1687.82110838867	0.249531653472079	0.0805220142399785	3.09892463355926	0.00194224420442071	0.133027542634448
PLK2	3847.81527705394	-0.342633355321313	0.110669477254259	-3.09600590715836	0.0019614645384655	0.133233694559074
GGT7	1023.78736325816	0.191010808270586	0.0619422251136964	3.08369303685783	0.00204448425421488	0.137734558076984
FSTL1	7879.37375396383	-0.176771739917794	0.0575202906291878	-3.07320665428094	0.00211771779749943	0.140348179858459
GADD45B	877.172733300714	-0.389284193753916	0.126657076456356	-3.07352897007737	0.00211543147271973	0.140348179858459
MRC2	9591.07503255049	0.133721998829983	0.0435456068898109	3.07084935498446	0.00213450814969064	0.140348179858459
NT5C2	1769.52500584908	-0.154763013116332	0.0506046288976902	-3.05827779963022	0.00222613102543565	0.143953139608066
PPME1	5664.59748142348	-0.3651895190538	0.119584064510913	-3.0538309644131	0.002259393479674	0.143953139608066
SH3BP4	3650.44868170849	-0.316046698089018	0.103401374256163	-3.05650384593588	0.00223934607740187	0.143953139608066
TNFRSF12A	3768.951432313	-0.425295414404572	0.139235992317698	-3.05449336285236	0.00225441002786333	0.143953139608066
CHML	2359.11033961805	-0.256331810994131	0.0840461646646929	-3.04989302030357	0.00228922892942812	0.144732096699767
COL5A2	7018.15759341428	-0.450280367302959	0.148495364859999	-3.03228567253585	0.00242709387677711	0.146094416590645
CTGF	11123.1434713058	-0.874196966959496	0.288301200765566	-3.03223491486723	0.00242750206377395	0.146094416590645
MAP3K12	1051.55038759838	0.196222150029323	0.0648303816689061	3.02670052185478	0.00247238774908411	0.146094416590645
NEDD4L	4006.09623662123	-0.321665044159459	0.106357013167216	-3.02438959670418	0.002491353831166	0.146094416590645
NLN	1320.09358195748	-0.194425283970226	0.0640983516204072	-3.03323375804762	0.00241948102448928	0.146094416590645
PTPN1	3894.13828983899	-0.129495511619944	0.042879937072463	-3.019955728972	0.00252811635922554	0.146094416590645
RAI14	4404.13632498808	-0.224324824877718	0.0743185988562609	-3.01842107265212	0.00254095580178643	0.146094416590645
SSR3	13486.9515949454	-0.162083131507913	0.0532810669898056	-3.0420398964406	0.00234980747286596	0.146094416590645
TFDP1	7293.14791381788	-0.132514706725935	0.0438378298263128	-3.02283911523366	0.00250415336004531	0.146094416590645
TGM2	10771.7151884458	-0.3779565864379	0.124528082724367	-3.03511126301106	0.00240446966118231	0.146094416590645
TMEM59	5536.63449131664	0.140326721973393	0.0464917584165635	3.01831392816063	0.00254185443149559	0.146094416590645
WDR4	654.559700895537	-0.249136517504713	0.0819428801419283	-3.04036808412395	0.00236289176306711	0.146094416590645
ZFAND3	2405.70244326468	-0.141065731507253	0.0465434826568383	-3.03083747615795	0.00243876480237437	0.146094416590645
PSME3	6434.85374846255	-0.0999892987433625	0.0334514062511799	-2.98909104127232	0.00279808744475812	0.159704727142132
SLC2A1	5889.58223144742	-0.240909781343209	0.0809303731212777	-2.97675362230438	0.00291318016112069	0.165127087891386
PDLIM5	3297.87695123795	-0.191174364989524	0.0642712613227762	-2.97449219223237	0.00293473924266713	0.165209738599186
DIS3L	1191.23633338679	-0.239478518248876	0.0809620315119863	-2.95791142806764	0.00309731106749575	0.172515625814442
PBXIP1	2336.81449699652	0.268670162664365	0.0908590870688837	2.95699826326316	0.00310649867630337	0.172515625814442
CCBE1	1165.23813166094	-0.648257826189186	0.219603413159696	-2.95194786302239	0.0031577624376325	0.173024329832677
ATP1B1	5883.62887025411	-0.139101988685141	0.0471017861409165	-2.95322110012948	0.0031447663358712	0.173024329832677
HMCN1	2649.29156089714	0.36052486935645	0.122361869613919	2.94638248413489	0.00321514562264501	0.174706405346498
THBS3	838.210043494331	0.252797630266132	0.0858435874808146	2.9448632994588	0.00323097379397343	0.174706405346498
FJX1	725.627176437588	-0.33984098454787	0.115875338317423	-2.932815467748	0.00335903474796721	0.180443833944722
MT-ND4	104685.556346922	0.190047437634068	0.0650924134229871	2.91965572699065	0.00350418266470793	0.182284033678699
PFAS	2929.97632779573	-0.125110153644283	0.0427597342457374	-2.92588707229289	0.00343475592782265	0.182284033678699
PIP5K1A	6383.79571372643	-0.172814398616971	0.0591131723092553	-2.92344991591517	0.00346175911320838	0.182284033678699
PTPN23	2129.43428472781	-0.168526601459081	0.0576288988554663	-2.92434186330277	0.00345185418473077	0.182284033678699
ITGA11	5436.74893913364	0.386819958536055	0.13241037665412	2.9213719370839	0.00348493513444745	0.182284033678699
CMIP	1009.25759598898	-0.199153413412916	0.0683066203292604	-2.91557996066752	0.0035502811903907	0.183520510086925
TEX261	3626.47525499244	-0.114044705090837	0.0391862797771814	-2.9103223306553	0.00361056181384741	0.185470047175074
MAFK	1445.14981017896	-0.218208237244888	0.0750321713724829	-2.90819568797543	0.00363520784478405	0.18557623152969
SMG5	5846.08999694488	-0.134685685397392	0.046345320239558	-2.90613344996226	0.00365925349554069	0.185650644937339
STK40	1820.63155637411	-0.151947226065801	0.0527432772715955	-2.88088328837371	0.00396562455405473	0.199959927667337
OGFRL1	2450.56907400805	-0.226339295893942	0.0786302052088085	-2.87852861750621	0.00399535029539053	0.200230390718383
ARHGEF18	1325.75336144147	-0.241442715198519	0.0840134269184631	-2.87385866824412	0.00405490372022344	0.20076658841275
FLNB	12991.5404069478	-0.308687248370798	0.107341966916661	-2.87573683655767	0.00403085622274802	0.20076658841275
NCEH1	1306.89717998867	-0.429158052699089	0.150351017039926	-2.85437412495271	0.00431217163158831	0.212225979880385
DUSP7	1102.06554711307	-0.211810312574071	0.0746474842785897	-2.83747422463133	0.00454720181042954	0.221786931881944
TUFT1	1502.15183963696	-0.390584292057494	0.137697034777818	-2.8365483155663	0.00456040777321433	0.221786931881944
VGLL4	1442.51404721723	0.244875855147873	0.0864034414093125	2.83409840110235	0.00459551789731608	0.222179774106122
FLI1	551.289159410723	-0.251125291433333	0.0890584038738816	-2.81978208130655	0.00480562726625542	0.230979242697972
IFNGR2	560.948894934607	0.641941981498963	0.228035994510475	2.81509058636563	0.0048763486386251	0.231883760908022
LMNB2	7764.68251520376	-0.206625351564348	0.073406954588674	-2.81479258637203	0.00488087244641535	0.231883760908022
RAB3B	952.107489124868	-0.625280960037439	0.222553949938917	-2.80957026468888	0.0049607689156153	0.232527010276175
ZDHHC8	1204.39060729179	-0.163769688793114	0.0583148388437243	-2.80837076875054	0.0049792862645829	0.232527010276175
ZDHHC8.1	1204.39060729179	-0.163769688793114	0.0583148388437243	-2.80837076875054	0.0049792862645829	0.232527010276175
SERPINE1	5853.28313120482	-0.4001211141183	0.142984464502694	-2.7983537617876	0.00513638224383581	0.238508054588059
PRKCE	827.413579345937	-0.414257331023884	0.148197004747971	-2.7953151396574	0.00518491452874139	0.239409059054638
FTH1	47385.9601807536	0.199680333693037	0.0715167074478068	2.79207951287137	0.00523704852107195	0.240465373154695
PSMD2	14787.579179551	-0.159408833596253	0.0571571767326707	-2.78895569565696	0.00528782982003592	0.241448184949307
LGALS3	1241.43874863357	0.285540614348806	0.102599456098443	2.78306167700181	0.00538485684651437	0.244520101776252
HBP1	2602.93613004447	0.217471877077134	0.0782760753006631	2.77826751330865	0.00546496053158585	0.246794014335737
SPRY4	12016.937141036	0.21173342536763	0.0768306651280696	2.75584527368974	0.00585406821504732	0.26292123857636
DNAJC5	4463.78662723356	-0.119940728260381	0.0435685639260643	-2.75291901894954	0.00590665049248389	0.263841089118071
FLNA	38558.6843482683	-0.247339092940527	0.0900100632444026	-2.74790489002249	0.00599774044946129	0.26646177704931
ARHGAP18	3190.90622685063	-0.160063079565271	0.0582894956673119	-2.7460021352532	0.00603263709918592	0.266571206011877
LARP4	3136.98861080536	-0.137427932703858	0.0502345454338604	-2.73572561505105	0.00622429018482356	0.271196984695135
MPP4	591.982202476316	-0.663543928671653	0.242541657523219	-2.7357936589022	0.00622300336924829	0.271196984695135
SLC7A5	17886.4470507717	-0.199185038429334	0.072825753655904	-2.7350906572209	0.00623630978310993	0.271196984695135
PLEKHB2	5546.18647020108	-0.116861349446168	0.0428659626942039	-2.72620377803785	0.00640674307982966	0.273111321499126
PNRC1	1212.47758381682	0.297147165488404	0.109071524391948	2.72433311210182	0.00644314841365637	0.273111321499126
RSRP1	1197.51339916895	0.163618138584103	0.0600618121433137	2.7241625376486	0.00644647723212439	0.273111321499126
UCP2	1542.50947355341	-0.448267475673469	0.164257967511052	-2.72904555234624	0.00635179292218183	0.273111321499126
WASF2	5632.44375715602	-0.126281476978284	0.0463327288628956	-2.72553506079832	0.00641973578462954	0.273111321499126
CPA4	1422.59867232596	-0.95237966393818	0.350203589763194	-2.71950285998546	0.00653801296126701	0.275568864249505
ADAMTS6	1015.44691051206	-0.528991530217348	0.195608016856128	-2.70434483575603	0.00684392246718371	0.276944790773602
CLIP1	3126.5460372205	-0.120585437833872	0.0445970751620548	-2.70388668753935	0.00685336553044323	0.276944790773602
FLOT1.2	2010.76010662838	-0.427958515244695	0.158333591908379	-2.70289147164891	0.0068739186419047	0.276944790773602
HINT2	581.744711429272	0.22599937829254	0.0834195334809713	2.7091901484212	0.006744767221136	0.276944790773602
MSN	17753.220456416	-0.107603926530292	0.0397952705995542	-2.70393755109928	0.00685231658530821	0.276944790773602
PISD	1130.63994666335	-0.206739885146813	0.0761600323056506	-2.71454565981682	0.00663667508742411	0.276944790773602
SFT2D2	2288.43815516408	0.125389160284983	0.046346957295007	2.7054453539821	0.00682128703008522	0.276944790773602
NRCAM	1309.39100342415	0.450514860991552	0.166371695534647	2.70788164743883	0.00677141653001211	0.276944790773602
SERINC2	1585.91172591808	-0.144615954214449	0.0534852783994755	-2.70384596550716	0.00685420543364427	0.276944790773602
ACTN1	16076.1563227603	-0.184600042507482	0.0687698382757232	-2.68431694963938	0.00726781699334206	0.278156194833657
DDR1	1050.14770209094	1.03189377377036	0.38712757523935	2.66551348901553	0.00768708477584179	0.278156194833657
EXOC3	2057.44021859228	0.120296534507754	0.0450810859783652	2.66844801754521	0.00762025693628081	0.278156194833657
FLII	5463.20806396179	-0.185775364956886	0.069348945670003	-2.67884916146956	0.00738756648299318	0.278156194833657
FOSL1	6959.9539361215	-0.313894159810501	0.118012366784495	-2.65984123836539	0.00781774924036679	0.278156194833657
FZD2	809.361048391116	-0.340184980386355	0.127556789171563	-2.66692962872252	0.00765476981232144	0.278156194833657
GPR153	662.416556293892	0.207392421007593	0.0772051221191589	2.68625209461495	0.00722585473264623	0.278156194833657
HACD2	1844.4088800446	-0.164145824957599	0.060933988945426	-2.69383028747079	0.00706361212290716	0.278156194833657
HERC2.1	1944.55870215974	0.296590340727458	0.11032958768852	2.68822123730567	0.00718337858240248	0.278156194833657
HEY1	857.02944199978	0.311957540326789	0.117210114949647	2.66152405413819	0.007778778270083	0.278156194833657
HIRA	1540.30530388576	-0.147760570359939	0.0553749256626576	-2.66836602653143	0.00762211701774497	0.278156194833657
KHSRP	8467.53169830668	-0.112068889917538	0.0417600041316503	-2.68364173442693	0.00728250994183425	0.278156194833657
LMO7	1568.73554369942	-0.233691997186219	0.0877071715592463	-2.66445711373054	0.00771126981891977	0.278156194833657
MED10	910.57063555426	-0.268686866775131	0.100564791539005	-2.67177868778179	0.00754503915490399	0.278156194833657
MEF2C	606.028969834955	0.268080917325209	0.100328720598325	2.67202567446758	0.0075394879641128	0.278156194833657
PHF21A	1255.44923330969	0.180469920124848	0.067721250784852	2.66489348665745	0.00770127108294257	0.278156194833657
RFWD3	3479.56161015903	-0.139704141673036	0.052426250048851	-2.66477464138401	0.00770399306627365	0.278156194833657
SH3RF1	682.739310918375	-0.234854634351956	0.0875215806796922	-2.68339114225401	0.00728796970402923	0.278156194833657
SKA3	1194.24355618159	-0.205634236317038	0.0769764151492133	-2.67139273657303	0.00755372100400448	0.278156194833657
SNED1	1052.86366758848	0.502318140211645	0.188619749399602	2.66312590177105	0.00774184417292346	0.278156194833657
TRIB2	2531.81456185278	0.389374757168401	0.146344210403979	2.66067756348914	0.00779835965227216	0.278156194833657
LIMCH1	8012.92182705432	-0.279695010940608	0.104368145367269	-2.67988867634245	0.00736466482203873	0.278156194833657
SMARCA1	2023.1872621703	0.127097907983847	0.0471054361308703	2.69815797121033	0.00697243453584181	0.278156194833657
TRANK1	1354.45459007826	0.256549285576137	0.0959033172240073	2.67508249977317	0.00747108627717511	0.278156194833657
GAS6	1804.57078459693	-0.293021767887416	0.109643588039618	-2.67249342279402	0.00752898504170531	0.278156194833657
GFRA1	730.515489187646	-0.34494014996171	0.129621678004369	-2.66113010780561	0.00778788571734274	0.278156194833657
CYTL1	1384.70355894103	0.371813633051787	0.137843591162168	2.69735886824336	0.00698919040134132	0.278156194833657
THSD4	1467.56031102954	-0.204158942357388	0.0769080169685634	-2.65458596391633	0.00794058044206559	0.281308752816108
GORASP2	2785.91224065795	-0.143153163513526	0.0540868744004395	-2.64672649511363	0.00812750577241809	0.286695149972121
CHKB	668.704274636797	0.202130223870554	0.0765228897272656	2.64143479932559	0.00825556955501705	0.289968060567031
TOMM40	3581.75458638596	-0.194852236338845	0.0739313826455513	-2.635582202933	0.00839930785288294	0.293761324437638
IFFO2	1041.35038274567	-0.211499955299561	0.0802998867368591	-2.63387613475274	0.00844162774183857	0.293990416992251
CTSA	8295.03673192195	0.124939599784343	0.0475563422996707	2.62719111148312	0.00860929661970287	0.297156229330732
FRMD6	5499.58856295458	-0.252442621961962	0.0960620333676624	-2.62791253851329	0.0085910601081152	0.297156229330732
TEAD4	979.861163175541	-0.278402923017598	0.106077701447873	-2.6245188123199	0.00867714990137191	0.297156229330732
PM20D2	940.556628492411	-0.248183935580228	0.0945554372699455	-2.6247452578712	0.00867138166416056	0.297156229330732
HPS1	1478.62906522766	0.16110804708728	0.0614617163983821	2.6212747792953	0.00876016230352404	0.298754248849229
FAM129A	2572.96030732884	-0.335035697804541	0.128071988552025	-2.61599512580727	0.00889678275995009	0.299683022557499
