baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
WASF2	8834.87602881758	-0.207043503655146	0.0493059752268837	-4.19915644508453	2.6791117817878e-05	0.00766856348834084
NEU3	2015.87061569179	-0.273883398253195	0.0653908630567862	-4.1884047013625	2.80922229726911e-05	0.00781124325629227
HMG20B	16387.8052157411	0.292287141536247	0.0708137747743179	4.12754640559355	3.66654455472986e-05	0.00939021358069236
PPME1	4717.21031661801	-0.383700427269107	0.0929495583747562	-4.12805003034112	3.65852525276728e-05	0.00939021358069236
TNC	34869.6021731577	0.353301140240639	0.0854125700527403	4.13640685466418	3.52786461280862e-05	0.00939021358069236
GALT	850.498441646274	0.297821940248123	0.0723938059971213	4.11391466640068	3.89005286641941e-05	0.00970717807589582
GPNMB	43513.5335415548	0.227949776258344	0.0554991318795708	4.10726742092072	4.00367593689424e-05	0.0097409435544637
MEF2C	2093.89128765176	0.32805103765061	0.0802693058392455	4.08688021181588	4.37212712764721e-05	0.0103779368795762
DIS3L	1855.61977697578	-0.287802704413247	0.0707621006297632	-4.06718712208771	4.75840329501096e-05	0.0110259002064397
ARSA	1108.47290112267	0.366894550257796	0.09140394775477	4.01399019703336	5.97008269495807e-05	0.0128335244888689
DAXX	927.367618364546	1.50320001324064	0.374368243447298	4.01529787729511	5.93707612630221e-05	0.0128335244888689
GPRC5A	2857.92768734733	-0.54862454443657	0.136883405530111	-4.0079697192797	6.12429702737523e-05	0.0128335244888689
PRKAG2	807.927285486656	-0.464113972933687	0.115361888683829	-4.02311351026574	5.74337983339052e-05	0.0128335244888689
SGCD	1789.30786215269	0.598818928915411	0.14951229957097	4.00514827632068	6.19785913457501e-05	0.0128335244888689
ETS1	9130.22358078727	-0.300287599802747	0.075483073298876	-3.97821109659585	6.94357128631129e-05	0.0137907828078329
EXTL1	3170.95827958647	0.359741990772709	0.0903478690183245	3.98174295289406	6.84117434286429e-05	0.0137907828078329
DYRK3	732.745714669189	-0.338943036003515	0.0855852642913327	-3.96029665632335	7.48567120873573e-05	0.0145701104406832
PIP5K1A	5102.9352159546	-0.18258360462204	0.0465333243804186	-3.92371718662061	8.7193086996764e-05	0.0166384926010296
CTSF	1965.04976315847	0.303279849274613	0.0779109407839148	3.89264776195883	9.91560687095466e-05	0.0182072992581379
NEDD4L	6394.57359794137	-0.363947567658181	0.0933912401211873	-3.89702039705128	9.73834201583947e-05	0.0182072992581379
MAP3K5	558.103295658504	-0.425684197800095	0.109550550454158	-3.88573307970941	0.000102021554843233	0.0183865513284137
ZC3H7B	7450.38338118885	-0.224576386473318	0.057955990131418	-3.87494693756555	0.000106647935982361	0.0188708675087334
AHRR	1942.18112446519	0.416293432351537	0.107664801824696	3.8665694386301	0.000110377046557234	0.0191819538766964
RGS3	1074.24802853973	0.477203929669937	0.123828727079679	3.85374170375564	0.000116326315400475	0.0198611877452179
ACCS	562.368443586499	0.466958697418884	0.122741702983899	3.80440132462671	0.000142147561228392	0.0234471197605882
PLXNB3	3616.99110865803	0.296001478118915	0.0777412264508467	3.80752261872363	0.000140365904235654	0.0234471197605882
AVL9	3900.10108766864	-0.187045041613588	0.0492793131711942	-3.7956097513738	0.000147281020955971	0.0238889815990585
SMC6	2628.70613909499	-0.18257182430396	0.0482587653021156	-3.78318473672091	0.000154834406465418	0.0247024335036303
OSBPL3	3047.98829092828	-0.228075734131167	0.0603837058494911	-3.77710726631544	0.000158660410937334	0.0249045664393893
PM20D2	1081.45273364631	-0.334377034272743	0.0888599135821198	-3.76296825861448	0.00016790851995412	0.0259378685110079
RHBDD1	1025.09382379165	-0.244291236536093	0.0650639774975173	-3.75463114817126	0.000173596931423081	0.0263975833845222
CRY1	964.177121798292	-0.298630317894481	0.0798157076564628	-3.74149809182705	0.000182926566794314	0.0273883284314194
MAP3K20	2946.17379636835	-0.286463890902545	0.0768285106171594	-3.72861439850123	0.000192535501314248	0.0283902348301555
AGPS	4579.32708946719	-0.187207213626735	0.0506992564839339	-3.6925041235281	0.000222056739255917	0.0322545699468446
GATAD2B	576.649170042769	2.90376686825237	0.789048525562116	3.68008655257766	0.000233154802684905	0.0333685667607279
ESRP1	673.251395919778	3.12150462559659	0.849269652852045	3.67551650422672	0.000237368694198095	0.03347930625994
BCL2L13	5122.67401218608	-0.148941835860674	0.0405817100759129	-3.67017150292731	0.000242387786214386	0.0335766582179057
CLIP1	4595.17401080787	-0.236503085798969	0.0644884952051431	-3.66736865306958	0.000245059360097671	0.0335766582179057
DAB2	5130.73146637363	-0.24810967869122	0.0677174767809201	-3.66389432219847	0.000248409308640486	0.0335766582179057
EXOC5	3473.40702924177	-0.226484141229773	0.0620942567070633	-3.64742495104237	0.000264881643944534	0.0353127145050439
DOCK9	2969.65411865733	-0.320112718669897	0.088236649677523	-3.62788840963259	0.000285748707714746	0.0361156678374015
ERBIN	5712.50453376495	-0.311399003952305	0.0857120452239197	-3.63308334480627	0.000280054508833986	0.0361156678374015
TRAM2	5494.20736196906	-0.186723018218459	0.0514068320723228	-3.63226074611569	0.000280949022015716	0.0361156678374015
UAP1L1	2776.5700028309	0.266636520365911	0.0734290735919734	3.63121182554395	0.000282093526603225	0.0361156678374015
RAI14	4609.17200831063	-0.232868404098952	0.0643852440019776	-3.61679772607213	0.000298270203563074	0.0372149438599466
NLN	2467.61645370319	-0.202049724101842	0.055990936373546	-3.60861484355001	0.000307836237326944	0.0379223071096939
CD36	7367.04558762759	0.760800106533622	0.211131958941877	3.60343412880977	0.000314040360382749	0.0382030098405614
SORBS2	676.18230274714	0.691682838350109	0.192444407197684	3.59419558314104	0.000325395343887505	0.0382339978524002
TRIM25	5021.97940054254	-0.227957308775193	0.0634473335622336	-3.59285876925933	0.000327069878214533	0.0382339978524002
TRIM44	6867.01300619566	-0.165726566957362	0.0461566115034914	-3.59052715437801	0.000330009845828362	0.0382339978524002
USP20	1117.27658691257	0.309197653214219	0.0860913450500704	3.59150682376249	0.000328771566512888	0.0382339978524002
APOLD1	3593.22114721628	-0.329209524215916	0.0919673806137055	-3.57963358333221	0.000344076326497835	0.0384890897641027
PLCB4	947.870841947872	-0.460971723311048	0.128679453812801	-3.5823257688182	0.000340548742951397	0.0384890897641027
TMEM185B	1298.46482330819	-0.228853748226721	0.0638833912757358	-3.58236692912769	0.000340495073944864	0.0384890897641027
SLC26A6	1837.79825508912	0.274632511173413	0.0769965949157253	3.56681372045096	0.000361348152723404	0.0390737802478241
SLC26A6.1	1837.79825508912	0.274632511173413	0.0769965949157253	3.56681372045096	0.000361348152723404	0.0390737802478241
SPIRE1	3523.51535009804	-0.283855506746899	0.0795090966666194	-3.5701010154486	0.00035684359255845	0.0390737802478241
CUL4B	3140.17925118839	-0.160932280686613	0.0452179073526482	-3.55903866650715	0.000372214735157648	0.0393738456799372
HERC2.1	3217.56818932605	0.312401532636955	0.0877310323130767	3.56090113612387	0.000369584229422709	0.0393738456799372
CDK17	1368.6689794186	-0.287733806960276	0.0812703195162182	-3.54045374342174	0.000399439648239013	0.0409507406747123
GCLM	1489.5574480437	-0.246122871123899	0.0695625089228833	-3.53815402772131	0.00040293493693888	0.0409507406747123
KLHL15	825.562947768446	-0.30939042407351	0.0874604954922984	-3.53748766608296	0.000403953052278296	0.0409507406747123
NPC1	6369.53256915161	-0.212818693564142	0.0600738860591652	-3.5426157274817	0.000396179546577259	0.0409507406747123
RHPN2	925.117674728852	-0.227174685315609	0.0644073108784943	-3.52715681212306	0.000420047908178326	0.0421433633236233
MYEF2	1515.37920894919	-0.294406256286726	0.0837310887208268	-3.51609253843963	0.000437948311364697	0.0434909486347064
S100B	10894.2499659139	0.538544195134533	0.153898561040799	3.49934522774233	0.00046640228532541	0.0458487579877464
EPAS1	2172.1615642422	-0.35054098702295	0.100947757751881	-3.47249899185025	0.00051563694885582	0.0497631505469935
GRASP	569.762274967563	0.499878542425914	0.144135194731543	3.46812271185366	0.000524107902405814	0.0497631505469935
PDE12	1812.81940151107	-0.22345401259483	0.0644552357896396	-3.46680932677229	0.000526675350014419	0.0497631505469935
PDE12.1	1812.81940151107	-0.22345401259483	0.0644552357896396	-3.46680932677229	0.000526675350014419	0.0497631505469935
MAN2A1	2246.70360082438	-0.261791470449971	0.0756877649119123	-3.4588347370893	0.000542517673089247	0.0503178414880143
SRPX	7272.43212092424	0.205412313245005	0.0593908662426357	3.45865157793478	0.000542886699161683	0.0503178414880143
MSN	25764.0584974197	-0.188773098692105	0.054661912342766	-3.45346678521553	0.000553430451778612	0.0508111807236741
CTTNBP2NL	1240.58374403401	-0.288523860695642	0.0837564228694179	-3.44479683839257	0.000571488754860604	0.0519787716103122
ARHGEF18	1702.37709087653	-0.207322842973741	0.0603544617281751	-3.43508726674564	0.000592363039147045	0.0520659060565659
NQO1	42853.3305087158	0.262402314700447	0.0762855851388512	3.43973654030227	0.000582280709483097	0.0520659060565659
PDLIM5	2767.69522423698	-0.238750017909643	0.0694198339831312	-3.43921908496149	0.00058339490003606	0.0520659060565659
PYROXD2	405.284036864367	0.346275562479734	0.100896795723672	3.43197779469712	0.000599196617173796	0.0520659060565659
SH3RF1	578.595399931346	-0.298904060372872	0.0870844714294746	-3.4323462664057	0.000598383024516692	0.0520659060565659
PRPS2	2863.90336301761	-0.161073406043951	0.0469846840637749	-3.42821090007368	0.000607573263460669	0.0522952383739763
PVR	2894.03793486921	-0.207710077691742	0.0606279106199811	-3.4259811292802	0.000612582940262361	0.0522952383739763
HPS1	2261.53436760007	0.203875755526922	0.0595807511205328	3.42183929696486	0.000621990647718511	0.05263663463997
TMEM198B	452.192473570964	0.444150948480794	0.129964246090086	3.4174856688887	0.000632024214613837	0.0530246522122574
SLC27A1	1596.02674204064	0.256480777811546	0.07512762338037	3.41393439950826	0.000640319913087901	0.0532614820014654
CASP3	1613.28729821764	-0.190272350088337	0.0561126941473218	-3.39089671204851	0.000696643502861952	0.0574553777106146
CHML	3174.21951244844	-0.300392098872084	0.0887320704259531	-3.38538363220952	0.000710788396794799	0.0574905059469201
LNPK	2560.52802698031	-0.233553887279406	0.0690203310679989	-3.3838418863756	0.00071479153509837	0.0574905059469201
NR4A2	711.08746749942	0.42384333305658	0.125252659307519	3.3839068599411	0.000714622409513612	0.0574905059469201
PHKG2	1005.44553167319	0.277025915532518	0.0820902338252394	3.3746513150672	0.000739092714945673	0.058277238541242
TEX2	2861.35931802245	-0.203195041300091	0.060208886041516	-3.37483475711511	0.00073860025286529	0.058277238541242
TRIO	5872.91037113386	-0.340837280549614	0.101037585403665	-3.37337119833083	0.00074253777015146	0.058277238541242
DDX21	11655.2614727837	-0.227511249778672	0.0676674616282714	-3.36219571865272	0.000773252953229412	0.0597245852446717
RFWD3	4510.6256474707	-0.193575368951794	0.0575678371897664	-3.36256108273953	0.000772230393722746	0.0597245852446717
DDB2	1981.88149925862	0.19938000084366	0.0594456491926126	3.35398811438058	0.000796557842687212	0.0610401647640311
RPE	3111.60525093622	-0.167509088536403	0.0500908840346342	-3.3441032588002	0.000825490062871533	0.0627630413427012
CHKB	1017.67753099619	0.315186817623348	0.0945404913133603	3.33388173939823	0.000856430621356657	0.0641137139003306
PROS1	3759.12561140924	0.231419161371603	0.0693880214335175	3.33514570080849	0.000852547169194592	0.0641137139003306
SERTAD2	2115.50587861227	-0.237170403366829	0.0713663464152692	-3.32328072375701	0.000889653356247333	0.0660924157480843
HLCS	1439.2766297724	-0.244688556142569	0.0736878048820081	-3.32061128071835	0.000898205432892798	0.0661427233469056
TBC1D23	1901.98869137413	-0.183027855765798	0.0551481475554385	-3.31883959623133	0.000903923366742545	0.0661427233469056
TMOD3	2976.79831046286	-0.211965043471221	0.0639550150222886	-3.31428338180126	0.00091878339038437	0.0667283578747812
STYX	1055.22524811496	-0.213712410185464	0.0645854887267006	-3.30898495000646	0.00093634870240714	0.0675003375690836
PTBP1	13616.4893055548	-0.103821930775342	0.0314737060288935	-3.29868782151145	0.000971378721026246	0.0695107184781428
NFE2L1	14868.8233254778	-0.138669153109006	0.0420652218511079	-3.29652732130673	0.000978880931976092	0.0695362717517615
LARP4	3918.50548177248	-0.212669559079318	0.064664630657472	-3.28880806890906	0.00100612608420262	0.0709537612424633
PLEKHF2	1098.82511652079	-0.250492770575294	0.0762532185897327	-3.28501242581021	0.00101977874155236	0.0713991849840832
GNG12	15504.9604858488	-0.198916749861302	0.0606306832129598	-3.28079347485867	0.00103515510969391	0.0719580680538655
RNF6	2373.79231537865	-0.177175300432424	0.0541029935201521	-3.27477813896621	0.00105744985265987	0.0729865387665661
MPZ	1810.47423405789	0.471967108462685	0.144581072112404	3.26437687566569	0.00109705132660229	0.075186644440095
EEA1	2391.88324194921	-0.311121082340157	0.09601289635518	-3.24040930073839	0.00119358236844222	0.0810066754867392
IFFO2	1769.47285176263	-0.310801317943082	0.0959497718885303	-3.23920851322248	0.00119861911940921	0.0810066754867392
USP15	1977.96239300574	-0.178611693013309	0.0551759062309473	-3.23713202399797	0.00120737539699139	0.081035705955312
ATF6B.1	780.929856895688	0.665529840702771	0.206095810178775	3.22922547588652	0.00124125988830294	0.0824681341531417
SCRN1	12424.2690968222	-0.174466221386676	0.0540442237143676	-3.22821218246668	0.00124566540490257	0.0824681341531417
SLC15A4	1455.36792641051	-0.456173848781876	0.141817031870195	-3.21663655462351	0.00129702792635864	0.0842114807943756
TES	3296.32318606245	-0.190193880531629	0.0591204293841028	-3.21705851112731	0.00129512183082035	0.0842114807943756
DSG2	5599.25822090192	-0.299179762940502	0.0930160678668625	-3.21643098661975	0.00129795747216978	0.0842114807943756
CDIPT	2706.82128016108	0.165012152677424	0.0514856279987093	3.20501388623561	0.001350559647076	0.0859061861787166
DLG1	2757.64491942631	-0.18165506984306	0.0566670584467315	-3.20565553996103	0.00134755195724934	0.0859061861787166
WBP1	1417.63461102208	0.317890711486325	0.0990730487957364	3.20864973219645	0.00133359849216845	0.0859061861787166
AMMECR1L	2840.84097809539	-0.206787169640287	0.0647020160609055	-3.19599267889324	0.00139350647604886	0.0877803902309874
CBLL1	1843.33947270892	-0.216832097632818	0.0679044553920235	-3.19319397204515	0.00140708393711817	0.0877803902309874
FKBP7	675.803445366891	0.273281100773349	0.085568642742545	3.19370615232948	0.00140459009689946	0.0877803902309874
TAF4.1	753.963885869771	-0.403713853505979	0.126646792474597	-3.18771479022619	0.00143401907340304	0.0888909147920915
PAWR	1070.44994941382	-0.352482393112013	0.110681745211833	-3.18464795109076	0.00144930204258607	0.0892696675851117
STK39	1549.33013270861	-0.237570391540751	0.0747288511151398	-3.17909867468336	0.00147733789925723	0.0904242291545368
TACC1	5769.27696172523	-0.217956727234445	0.0686120626818053	-3.17665318189368	0.00148985086215066	0.0906201786903139
DNAJC14	2389.99832891731	-0.137015240400659	0.0432261993636549	-3.16972674946442	0.00152582353834794	0.0906924707752603
HSF4	814.555156828312	0.438783344920758	0.138290360375209	3.17291345347755	0.00150917505164388	0.0906924707752603
MBNL1	7989.96983922895	-0.227190209079895	0.0716630399986688	-3.17025637042631	0.00152304493865705	0.0906924707752603
SNAPC1	1877.57487975204	-0.462311383415611	0.145873948868396	-3.16925254304796	0.0015283153727027	0.0906924707752603
TSC22D2	1463.96980932508	-0.233693172705697	0.0738205740424605	-3.16569162102803	0.00154714720243758	0.091253554994682
EFHC1	737.70927397736	0.309694421891532	0.0978984666237125	3.16342464363502	0.00155924712641156	0.0914132110496221
TNFAIP3	1184.77018442367	-0.451010866756803	0.14269531263924	-3.16065649540319	0.00157414018303611	0.0917337261156132
ITGB5	9100.9684277291	0.208664964018073	0.0661316301007251	3.15529745297758	0.0016033454972385	0.0923299312374267
WWC1	545.619164466234	-0.454221293366713	0.143942208437887	-3.15558096750138	0.00160178801008298	0.0923299312374267
SLCO5A1	527.030186991401	-0.525104158971682	0.16665326215487	-3.15087836974775	0.00162780262688083	0.0931869127341424
CDK18	694.7392607218	0.353771491601495	0.112534103590952	3.14368249546298	0.00166836350158892	0.0938526797541237
GNAQ	3211.93671587827	-0.18982720890377	0.0603710208747557	-3.14434319899247	0.00166460091878226	0.0938526797541237
RNF111	1716.51311679079	-0.221689779311281	0.0704801880980628	-3.14541980226886	0.00165848658692895	0.0938526797541237
FOSL2	2842.21622607762	-0.353183989908142	0.112714819542337	-3.13342993709431	0.00172776161109219	0.0961802857063626
KLHL8	1035.6325238467	-0.249125617205698	0.0795557135237616	-3.13146103744378	0.00173938864409369	0.0961802857063626
NR2F2	1752.13678529103	-0.255947440011042	0.0817259352761216	-3.13177743572209	0.00173751536399638	0.0961802857063626
PLA2G6	3844.26379336042	0.443166035016233	0.141698254068689	3.12753348958983	0.00176279735683882	0.096923976704833
SSR3	13045.795260881	-0.173575249258283	0.0555865640021025	-3.12261159462415	0.00179254134966668	0.0980056877244728
SIPA1L3	1069.49192240267	-0.327203303101449	0.104848778389923	-3.12071640820277	0.00180411683322591	0.0980875140835452
MFSD12	37775.1390432712	0.226681598986709	0.0727255757809273	3.11694471377644	0.00182735837835565	0.0987991763230957
EMP2	2201.87584818781	0.176623300768903	0.0568329407139582	3.10776283173262	0.00188509280454313	0.0992665713265449
HINT2	735.326002485524	0.255192044860403	0.0820641177081048	3.10966658738841	0.00187298633166601	0.0992665713265449
NUDCD1	1677.66170587901	-0.219188265857345	0.0704887111395585	-3.10955133543839	0.00187371721261525	0.0992665713265449
PGM2	2402.36705587878	-0.212952687916146	0.0685996215437335	-3.10428371358266	0.00190740329203287	0.0992665713265449
PGM2.1	2402.36705587878	-0.212952687916146	0.0685996215437335	-3.10428371358266	0.00190740329203287	0.0992665713265449
RASAL2	1708.70062878817	-0.221148365235596	0.0710474199539928	-3.11268678551314	0.00185392656852015	0.0992665713265449
QPRT	3722.61792652661	0.297358417416616	0.095713722708425	3.10674800856368	0.00189157565665494	0.0992665713265449
DMPK	895.261167716083	0.280190970874712	0.0904656868236656	3.09720713689884	0.00195353318036257	0.100591454557082
FLCN	1605.37849331548	0.199601625873951	0.0644249173161804	3.09820538681267	0.0019469644496361	0.100591454557082
VEZT	1576.01694432069	-0.183917328879139	0.0594250044851196	-3.09494850648589	0.00196847068932857	0.100827140781819
SLC2A1	4751.55447867173	-0.226945918603139	0.0734050059458988	-3.09169539159773	0.0019901695624415	0.101404870061156
ADAMTS9	664.543729408105	0.454222269753404	0.147218464373507	3.08536209562001	0.00203304478470625	0.103049957524798
DNMBP	1563.02986665723	-0.245171320265082	0.0795421077841205	-3.08228342314593	0.0020541914954003	0.103344260052367
ATP1B1	3215.97889625145	-0.182418801596677	0.0591993980460724	-3.08143000803332	0.002060089031048	0.103344260052367
GTF2H2.2	555.587320497377	0.422563611067512	0.137373978315908	3.07600912667592	0.00209791423435547	0.104702058096141
PRKD3	8350.5796282792	-0.215002434480785	0.0700224063029294	-3.07048051948752	0.00213714627315016	0.105577195585266
SLC7A5	28814.5973486842	-0.2032174470484	0.066160930339709	-3.07156271843463	0.00212941423512673	0.105577195585266
NTM	761.042459170582	0.589513603833117	0.192218800639453	3.06688836821365	0.00216299619576466	0.106314540288796
ABCE1	5904.42118497386	-0.163690706115366	0.0535398137753139	-3.0573641291005	0.00223292845440841	0.108201024365707
CPEB4	2214.5193458582	-0.242904061199423	0.0794551359050449	-3.05712221661432	0.00223473139103033	0.108201024365707
GDPD5	1760.08442105601	-0.291864930487285	0.09537930019065	-3.06004478858502	0.00221303893787739	0.108201024365707
SMURF2	2018.3992478873	-0.249363469554102	0.0816276098279286	-3.05489123202017	0.00225142156425065	0.108469478531125
CPN1	698.949539395446	0.522636790205842	0.171655119441679	3.04469095885842	0.00232919512608147	0.111663679640517
CLMN	1476.34887891671	0.300700530800262	0.0988128236879033	3.04313265806485	0.00234129096142051	0.111693351159531
CAPN2	12737.5497196842	-0.147137271174114	0.0484493940344864	-3.03692696485287	0.00239003357426374	0.113462471925535
EVA1A	954.450710677541	-0.388186966198926	0.127980263218353	-3.03317837014152	0.00241992517153079	0.114322783969194
GPR180	1729.20335217834	-0.220581840835879	0.0727579958057932	-3.03171958480907	0.002431649843981	0.114322783969194
HMCN1	6410.98757172787	0.470879488984906	0.155399006604724	3.0301319118638	0.00244446948857012	0.114372966647906
DCBLD2	13852.6720472995	-0.164198802214	0.05422585585813	-3.02805367689521	0.00246134363713014	0.114611465438041
RGS2	617.059308477785	0.511907652379697	0.169185015784952	3.02572689433901	0.00248036228192656	0.114947074893854
SLC25A32	2294.48246792652	-0.15603679757092	0.051631085088736	-3.02214832988201	0.00250987527652859	0.11521748203385
SLC25A32.1	2294.48246792652	-0.15603679757092	0.051631085088736	-3.02214832988201	0.00250987527652859	0.11521748203385
MMP17	4012.67814566041	0.319392902835911	0.105735156368534	3.02068785638984	0.00252201207089017	0.11523108673194
G3BP1	14706.8990175257	-0.13935660366813	0.0461585561610326	-3.0190849813837	0.00253539401976209	0.115301189721143
mar.02	728.431221587381	-0.308000015751502	0.102184514638216	-3.01415548962556	0.00257695697186337	0.116646256977555
AJUBA	1468.77175995657	-0.389711465124816	0.129417694588196	-3.01126879415423	0.00260158442785969	0.117215831721901
HAUS6	2958.8760196408	-0.193311547988824	0.0643452775927125	-3.004284933114	0.00266205890254952	0.119306497421748
SLC37A4.1	861.772316484721	0.35508441274446	0.118294427671998	3.00170024685376	0.00268476396787535	0.119306497421748
UBE3C	8215.0056828265	-0.12649951488288	0.0421400232950066	-3.00188526231473	0.00268313284577608	0.119306497421748
EXOC3	2191.96681975044	0.146088140964569	0.0487207489516849	2.99847896651672	0.00271330884435244	0.119774389033453
TUFT1	898.13390988348	-0.380107400810012	0.126798042387485	-2.99773871625269	0.00271990751915259	0.119774389033453
KLHL23	848.121753776672	-0.226495246903912	0.0756249971269179	-2.99497858523942	0.00274464110384136	0.120319131633262
MAP3K1	2301.49984546146	-0.316842106568812	0.105920276051087	-2.99132629163461	0.00277768520094131	0.121221669845564
BMF	784.302957302786	0.517374542554287	0.173188205681216	2.98735436699776	0.00281403330749259	0.121859009256239
NUPR1	758.740033959164	0.402103411127863	0.134617985340207	2.98699620345429	0.00281733221153451	0.121859009256239
FBXO30	1099.94018356304	-0.264649210541411	0.0888597647198407	-2.97827944262292	0.0028987157023967	0.123189088278274
KAT6A	2553.82367221434	-0.319807480449732	0.107266210787531	-2.98143728674441	0.00286898801585905	0.123189088278274
NAB2	2388.67944145395	0.205704898283831	0.0690501541815888	2.97906501038167	0.00289129427471039	0.123189088278274
XPO4	3022.98217207095	-0.237279249557102	0.0796656033071584	-2.97844037711293	0.00289719390494942	0.123189088278274
FLRT3	670.624253675982	0.551166023360573	0.18530725693924	2.97433588119699	0.00293623478224479	0.124241030003505
ASB9	561.094115035936	0.302001128641514	0.101716980640539	2.9690335550636	0.0029873797285044	0.125857919990497
CALU	50803.9277205296	-0.1190000680144	0.0401011541787858	-2.96749733146966	0.00300234888748645	0.125943359366457
ALDH1A1	777.093841133438	1.16022024372883	0.391807506720183	2.96119962948394	0.00306443241156942	0.127995949482376
DCBLD1	625.454873398299	-0.253832567088965	0.0857860304278519	-2.95890328323846	0.00308735980901546	0.128402502826233
GRB10	4242.66747296817	-0.150865174588577	0.0510120821871515	-2.95744004400932	0.00310205069720145	0.128464499511338
FAM120A	8605.72683758778	-0.151330436573276	0.0512815724832411	-2.95097106514686	0.00316776590948226	0.130108199533621
GPATCH11	1493.0388569525	-0.239696237004758	0.0812281393276016	-2.950901485482	0.00316847958173738	0.130108199533621
OSTM1	5995.55182697891	-0.17152441777967	0.0582672966875451	-2.94375108389633	0.00324260679447923	0.132592644217949
GSN	22369.5001589021	0.210879781923399	0.0716855704055665	2.94173263503842	0.00326381588154889	0.132901490205999
UBP1	3964.8816816798	-0.129649804594826	0.0441896665249561	-2.93393942046624	0.00334689525041736	0.135716602404424
